transaction_id,date,customer_id,payment_method,card_provider,amount,status,merchant_category,country,currency,card_last_4,amount_log,prev_amount,amount_diff,txn_time_diff_hr,day_of_week,merchant_category_encoded,payment_method_encoded,country_encoded,currency_encoded,is_weekend,weak_label,fraud_label,fraud_probability,fraud_prediction
TXN101193,2025-08-02,CUST3316,USSD,,387998,Success,Food Delivery,Nigeria,NGN,,12.868758041282502,53453.0,334545.0,5592.0,5,3,3,2,2,1,1,1,0.9993939393939394,1
TXN100479,2018-08-07,CUST3319,Card,Verve,296177,Success,Food Delivery,Nigeria,NGN,1385.0,12.59871590391828,0.0,0.0,0.0,1,3,1,2,2,0,0,0,0.0,0
TXN108699,2017-06-20,CUST3320,Card,Mastercard,340764,Failed,Professional Services,Kenya,KES,1663.0,12.738948369132824,0.0,0.0,0.0,1,4,1,1,1,0,0,0,0.0,0
TXN102916,2025-04-04,CUST3320,USSD,,500000,Success,Food Delivery,South Africa,ZAR,,13.122365377402328,340764.0,159236.0,68280.0,4,3,3,3,4,0,0,0,0.0,0
TXN105261,2016-11-03,CUST3321,Card,Mastercard,500000,Success,Bills Payment,Uganda,UGX,8107.0,13.122365377402328,0.0,0.0,0.0,3,1,1,4,3,0,0,0,0.0,0
TXN107666,2018-04-04,CUST3322,Wallet,,411786,Success,Professional Services,Ghana,GHS,,12.928261504354843,0.0,0.0,0.0,2,4,4,0,0,0,0,0,0.0,0
TXN105916,2023-11-06,CUST3322,Card,Mastercard,500000,Success,E-commerce,Kenya,KES,1463.0,13.122365377402328,411786.0,88214.0,49008.0,0,2,1,1,1,0,0,0,0.0,0
TXN101275,2025-08-14,CUST3323,Card,Mastercard,44341,Pending,Food Delivery,Nigeria,NGN,6040.0,10.699687588152155,0.0,0.0,0.0,3,3,1,2,2,0,0,0,0.0,0
TXN105236,2018-01-03,CUST3324,Card,Mastercard,470698,Success,Bills Payment,Uganda,UGX,7426.0,13.061974102891543,0.0,0.0,0.0,2,1,1,4,3,0,0,0,0.0,0
TXN103599,2019-02-02,CUST3325,Bank Transfer,,433490,Success,Transportation,Nigeria,NGN,,12.97962631374154,0.0,0.0,0.0,5,6,0,2,2,1,0,0,0.0,0
TXN100977,2020-11-27,CUST3325,Card,Visa,21118,Failed,Professional Services,South Africa,ZAR,8315.0,9.957928388214375,433490.0,-412372.0,15936.0,4,4,1,3,4,0,0,0,0.0,0
TXN107807,2022-05-17,CUST3325,USSD,,500000,Failed,Professional Services,Uganda,UGX,,13.122365377402328,21118.0,478882.0,12864.0,1,4,3,4,3,0,1,1,0.9966666666666667,1
TXN103726,2015-07-20,CUST3326,POS,Mastercard,25520,Success,Airtime/Data,Nigeria,NGN,5256.0,10.147256921643994,0.0,0.0,0.0,0,0,2,2,2,0,0,0,0.0,0
TXN109456,2018-07-14,CUST3326,Card,Mastercard,191340,Success,Retail,Ghana,GHS,8053.0,12.161812455517236,25520.0,165820.0,26160.0,5,5,1,0,0,1,0,0,0.0033333333333333335,0
TXN104375,2019-07-19,CUST3327,POS,,264112,Success,Professional Services,Kenya,KES,,12.484132320852645,0.0,0.0,0.0,4,4,2,1,1,0,0,0,0.0,0
TXN100496,2022-11-27,CUST3327,USSD,,350497,Reversed,E-commerce,Nigeria,NGN,,12.767110279306408,264112.0,86385.0,29448.0,6,2,3,2,2,1,0,0,0.006145833333333333,0
TXN104251,2020-11-13,CUST3328,POS,,25617,Failed,Airtime/Data,Ghana,GHS,,10.151050508391082,0.0,0.0,0.0,4,0,2,0,0,0,0,0,0.0,0
TXN102724,2025-05-08,CUST3328,Card,Visa,203002,Failed,Professional Services,South Africa,ZAR,3696.0,12.220976036239849,25617.0,177385.0,39288.0,3,4,1,3,4,0,0,0,0.029393939393939396,0
TXN108051,2015-01-23,CUST3329,Card,Visa,77274,Success,Transportation,Nigeria,NGN,312.0,11.255125767000315,0.0,0.0,0.0,4,6,1,2,2,0,0,0,0.0,0
TXN106574,2016-10-07,CUST3332,USSD,,32431,Failed,Food Delivery,Uganda,UGX,,10.38690086869178,0.0,0.0,0.0,4,3,3,4,3,0,0,0,0.0,0
TXN105801,2021-12-09,CUST3332,POS,,42213,Reversed,E-commerce,Ghana,GHS,,10.650507198560565,32431.0,9782.0,45336.0,3,2,2,0,0,0,0,0,0.0,0
TXN103884,2023-05-28,CUST3334,Bank Transfer,,500000,Success,E-commerce,Nigeria,NGN,,13.122365377402328,0.0,0.0,0.0,6,2,0,2,2,1,0,0,0.0,0
TXN108666,2023-12-04,CUST3335,Card,Verve,491075,Success,Bills Payment,Nigeria,NGN,4830.0,13.10435418094923,0.0,0.0,0.0,0,1,1,2,2,0,0,0,0.0,0
TXN101454,2019-11-22,CUST3336,Bank Transfer,,12343,Failed,Transportation,Kenya,KES,,9.420925394042996,0.0,0.0,0.0,4,6,0,1,1,0,0,0,0.0,0
TXN109490,2020-03-22,CUST3336,Card,Mastercard,278341,Success,Food Delivery,Kenya,KES,6934.0,12.536605852404666,12343.0,265998.0,2904.0,6,3,1,1,1,1,1,1,0.9963674388674388,1
TXN106847,2025-02-14,CUST3336,POS,,238300,Failed,Transportation,Kenya,KES,,12.381289859469131,278341.0,-40041.0,42960.0,4,6,2,1,1,0,0,0,0.0027272727272727275,0
TXN106677,2022-12-03,CUST3337,Card,Visa,116783,Success,E-commerce,Uganda,UGX,5954.0,11.668081353691411,0.0,0.0,0.0,5,2,1,4,3,1,0,0,0.0,0
TXN102682,2016-02-13,CUST3338,Wallet,,5920,Success,Food Delivery,Nigeria,NGN,,8.686260632531775,0.0,0.0,0.0,5,3,4,2,2,1,0,0,0.0,0
TXN109395,2023-12-06,CUST3338,Wallet,,3256,Success,Food Delivery,Nigeria,NGN,,8.088561805276234,5920.0,-2664.0,68472.0,2,3,4,2,2,0,0,0,0.003243243243243243,0
TXN109161,2025-02-20,CUST3338,Wallet,,406367,Failed,Transportation,Kenya,KES,,12.91501443198876,3256.0,403111.0,10608.0,3,6,4,1,1,0,1,1,1.0,1
TXN102152,2024-05-29,CUST3339,USSD,,497937,Success,E-commerce,Nigeria,NGN,,13.118230850264304,0.0,0.0,0.0,2,2,3,2,2,0,0,0,0.0,0
TXN103749,2016-10-19,CUST3341,Wallet,,500000,Success,Retail,Kenya,KES,,13.122365377402328,0.0,0.0,0.0,2,5,4,1,1,0,0,0,0.0,0
TXN107375,2020-07-17,CUST3341,USSD,,32786,Success,Airtime/Data,Nigeria,NGN,,10.397787374344784,500000.0,-467214.0,32808.0,4,0,3,2,2,0,0,0,0.0,0
TXN102086,2024-02-16,CUST3341,POS,,44584,Failed,Bills Payment,Nigeria,NGN,,10.70515275856898,32786.0,11798.0,31416.0,4,1,2,2,2,0,0,0,0.0,0
TXN109468,2024-07-21,CUST3341,USSD,,287115,Success,E-commerce,South Africa,ZAR,,12.567641594267217,44584.0,242531.0,3744.0,6,2,3,3,4,1,1,1,0.9997344713134187,1
TXN107783,2023-10-01,CUST3342,Card,Visa,5238,Success,Airtime/Data,Kenya,KES,7040.0,8.56388591940822,0.0,0.0,0.0,6,0,1,1,1,1,0,0,0.0,0
TXN101255,2015-10-02,CUST3344,Wallet,,225062,Failed,Food Delivery,Nigeria,NGN,,12.324135641993871,0.0,0.0,0.0,4,3,4,2,2,0,0,0,0.0,0
TXN105650,2015-12-27,CUST3345,Wallet,,500000,Success,Retail,Ghana,GHS,,13.122365377402328,0.0,0.0,0.0,6,5,4,0,0,1,0,0,0.0,0
TXN103176,2016-08-01,CUST3348,Wallet,,436518,Success,Transportation,South Africa,ZAR,,12.986587181378622,0.0,0.0,0.0,0,6,4,3,4,0,0,0,0.0,0
TXN104530,2019-12-10,CUST3348,USSD,,125225,Failed,Food Delivery,Nigeria,NGN,,11.737875383819809,436518.0,-311293.0,29424.0,1,3,3,2,2,0,0,0,0.0,0
TXN109532,2025-11-05,CUST3352,Wallet,,180477,Failed,Food Delivery,Ghana,GHS,,12.103364165670149,0.0,0.0,0.0,2,3,4,0,0,0,0,0,0.0,0
TXN102933,2016-10-28,CUST3354,Card,Mastercard,314541,Success,Airtime/Data,Uganda,UGX,6348.0,12.658872891516268,0.0,0.0,0.0,4,0,1,4,3,0,0,0,0.0,0
TXN103567,2021-04-04,CUST3354,Card,Mastercard,440100,Failed,Food Delivery,Ghana,GHS,8293.0,12.994759525007462,314541.0,125559.0,38856.0,6,3,1,0,0,1,0,0,0.043000000000000003,0
TXN108913,2024-06-17,CUST3355,Wallet,,97154,Success,Bills Payment,Nigeria,NGN,,11.484062920285128,0.0,0.0,0.0,0,1,4,2,2,0,0,0,0.0,0
TXN108428,2018-12-30,CUST3356,USSD,,147633,Failed,Bills Payment,South Africa,ZAR,,11.902491516925014,0.0,0.0,0.0,6,1,3,3,4,1,0,0,0.0,0
TXN103718,2018-03-20,CUST3357,Bank Transfer,,233931,Success,Transportation,Uganda,UGX,,12.362785753817375,0.0,0.0,0.0,1,6,0,4,3,0,0,0,0.0,0
TXN101347,2018-09-14,CUST3358,Bank Transfer,,185474,Failed,Food Delivery,Ghana,GHS,,12.130675381057726,0.0,0.0,0.0,4,3,0,0,0,0,0,0,0.0,0
TXN104531,2024-02-25,CUST3358,Card,Visa,88580,Success,E-commerce,Uganda,UGX,8005.0,11.39167266664354,185474.0,-96894.0,47760.0,6,2,1,4,3,1,0,0,0.006666666666666667,0
TXN108480,2016-11-26,CUST3360,USSD,,1210,Success,Bills Payment,Uganda,UGX,,7.099201743553092,0.0,0.0,0.0,5,1,3,4,3,1,0,0,0.0,0
TXN108226,2022-05-23,CUST3360,POS,,178229,Success,Food Delivery,Nigeria,NGN,,12.090830130017896,1210.0,177019.0,48096.0,0,3,2,2,2,0,0,0,0.04573809523809524,0
TXN100853,2024-07-08,CUST3361,Wallet,,500000,Success,Transportation,South Africa,ZAR,,13.122365377402328,0.0,0.0,0.0,0,6,4,3,4,0,0,0,0.0,0
TXN103032,2018-01-21,CUST3362,Card,Mastercard,500000,Success,Retail,Ghana,GHS,1556.0,13.122365377402328,0.0,0.0,0.0,6,5,1,0,0,1,0,0,0.0,0
TXN101217,2021-04-27,CUST3365,Card,Mastercard,456398,Pending,Bills Payment,Kenya,KES,7278.0,13.031122705907183,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0.0,0
TXN109746,2025-10-25,CUST3365,USSD,,500000,Pending,Airtime/Data,South Africa,ZAR,,13.122365377402328,456398.0,43602.0,39408.0,5,0,3,3,4,1,0,0,0.0,0
TXN106821,2019-06-30,CUST3366,Card,Visa,293857,Success,Bills Payment,Ghana,GHS,9317.0,12.590851936444754,0.0,0.0,0.0,6,1,1,0,0,1,0,0,0.0,0
TXN104689,2024-05-04,CUST3367,Card,Mastercard,500000,Success,Food Delivery,Kenya,KES,3028.0,13.122365377402328,0.0,0.0,0.0,5,3,1,1,1,1,0,0,0.0,0
TXN102481,2021-06-15,CUST3368,USSD,,500000,Success,Food Delivery,Kenya,KES,,13.122365377402328,0.0,0.0,0.0,1,3,3,1,1,0,0,0,0.0,0
TXN100881,2025-01-13,CUST3369,Card,Mastercard,445765,Success,Retail,Uganda,UGX,893.0,13.007549429640925,0.0,0.0,0.0,0,5,1,4,3,0,0,0,0.0,0
TXN105011,2018-06-28,CUST3370,Bank Transfer,,490492,Success,Food Delivery,South Africa,ZAR,,13.103166286733837,0.0,0.0,0.0,3,3,0,3,4,0,0,0,0.0,0
TXN106199,2023-03-29,CUST3373,Wallet,,30114,Success,Transportation,Nigeria,NGN,,10.312778665477822,0.0,0.0,0.0,2,6,4,2,2,0,0,0,0.0,0
TXN107265,2020-01-14,CUST3374,USSD,,33026,Failed,Bills Payment,Nigeria,NGN,,10.405080687738511,0.0,0.0,0.0,1,1,3,2,2,0,0,0,0.0,0
TXN103785,2025-02-28,CUST3374,Wallet,,44128,Success,Food Delivery,Uganda,UGX,,10.694872441685067,33026.0,11102.0,44928.0,4,3,4,4,3,0,0,0,0.0,0
TXN100505,2020-06-09,CUST3376,USSD,,70989,Success,E-commerce,Nigeria,NGN,,11.170294301033431,0.0,0.0,0.0,1,2,3,2,2,0,0,0,0.0,0
TXN103180,2021-05-23,CUST3376,Card,Mastercard,46807,Success,Bills Payment,Nigeria,NGN,4271.0,10.753809407468072,70989.0,-24182.0,8352.0,6,1,1,2,2,1,0,0,0.0,0
TXN103759,2016-04-28,CUST3377,Card,Mastercard,500000,Success,E-commerce,Ghana,GHS,4659.0,13.122365377402328,0.0,0.0,0.0,3,2,1,0,0,0,0,0,0.0,0
TXN109415,2017-03-03,CUST3377,POS,,29403,Success,Transportation,South Africa,ZAR,,10.288885998493978,500000.0,-470597.0,7416.0,4,6,2,3,4,0,0,0,0.0,0
TXN107643,2020-07-13,CUST3377,USSD,,121900,Success,Airtime/Data,Ghana,GHS,,11.710964518881164,29403.0,92497.0,29472.0,0,0,3,0,0,0,0,0,0.0,0
TXN100447,2018-06-19,CUST3378,POS,,500000,Success,Professional Services,Ghana,GHS,,13.122365377402328,0.0,0.0,0.0,1,4,2,0,0,0,0,0,0.0,0
TXN108569,2019-09-14,CUST3378,Card,Mastercard,128309,Success,Professional Services,South Africa,ZAR,7397.0,11.762204489889063,500000.0,-371691.0,10848.0,5,4,1,3,4,1,0,0,0.0,0
TXN105890,2019-09-13,CUST3379,POS,,500000,Failed,Bills Payment,Nigeria,NGN,,13.122365377402328,0.0,0.0,0.0,4,1,2,2,2,0,0,0,0.0,0
TXN109293,2021-01-26,CUST3379,USSD,,333031,Pending,Airtime/Data,Nigeria,NGN,,12.715993860441744,500000.0,-166969.0,12024.0,1,0,3,2,2,0,0,0,0.0,0
TXN106270,2015-01-08,CUST3380,Card,Visa,172317,Failed,Food Delivery,Kenya,KES,2401.0,12.057096886009028,0.0,0.0,0.0,3,3,1,1,1,0,0,0,0.0,0
TXN102730,2021-08-06,CUST3380,POS,Visa,500000,Pending,Bills Payment,South Africa,ZAR,2600.0,13.122365377402328,172317.0,327683.0,57648.0,4,1,2,3,4,0,1,1,1.0,1
TXN109029,2016-03-28,CUST3381,USSD,,221740,Success,Retail,Nigeria,NGN,,12.30926531310241,0.0,0.0,0.0,0,5,3,2,2,0,0,0,0.0,0
TXN102823,2017-05-16,CUST3381,Card,Mastercard,100450,Failed,Bills Payment,Ghana,GHS,7369.0,11.51742532539512,221740.0,-121290.0,9936.0,1,1,1,0,0,0,0,0,0.0,0
TXN105456,2020-12-09,CUST3383,Wallet,,182711,Success,Professional Services,Kenya,KES,,12.115666421654158,0.0,0.0,0.0,2,4,4,1,1,0,0,0,0.0,0
TXN100704,2020-10-02,CUST3385,Wallet,,26188,Success,Airtime/Data,Uganda,UGX,,10.173094754260378,0.0,0.0,0.0,4,0,4,4,3,0,0,0,0.0,0
TXN106450,2017-02-21,CUST3388,Bank Transfer,,500000,Success,E-commerce,Nigeria,NGN,,13.122365377402328,0.0,0.0,0.0,1,2,0,2,2,0,0,0,0.0,0
TXN107277,2018-01-31,CUST3388,Card,Mastercard,39732,Success,Professional Services,Kenya,KES,1674.0,10.589937355648342,500000.0,-460268.0,8256.0,2,4,1,1,1,0,0,0,0.0,0
TXN103033,2017-03-13,CUST3390,Card,Visa,42754,Failed,Airtime/Data,Ghana,GHS,1182.0,10.663241426590057,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0.0,0
TXN102210,2022-07-22,CUST3390,Bank Transfer,,500000,Success,E-commerce,Uganda,UGX,,13.122365377402328,42754.0,457246.0,46968.0,4,2,0,4,3,0,1,1,0.9996300366300365,1
TXN104984,2021-11-18,CUST3391,Wallet,,319990,Success,E-commerce,Ghana,GHS,,12.676048149380394,0.0,0.0,0.0,3,2,4,0,0,0,0,0,0.0,0
TXN100136,2017-07-08,CUST3392,POS,,292581,Success,Professional Services,Nigeria,NGN,,12.586500248245947,0.0,0.0,0.0,5,4,2,2,2,1,0,0,0.0,0
TXN100411,2019-03-02,CUST3393,Wallet,,500000,Success,Professional Services,Kenya,KES,,13.122365377402328,0.0,0.0,0.0,5,4,4,1,1,1,0,0,0.0,0
TXN102230,2017-01-22,CUST3395,USSD,,500000,Success,Transportation,Ghana,GHS,,13.122365377402328,0.0,0.0,0.0,6,6,3,0,0,1,0,0,0.0,0
TXN108932,2023-02-14,CUST3398,POS,,75170,Reversed,Bills Payment,Nigeria,NGN,,11.227520797262487,0.0,0.0,0.0,1,1,2,2,2,0,0,0,0.0,0
TXN105673,2015-12-27,CUST3399,Card,Mastercard,150845,Success,Retail,Kenya,KES,3531.0,11.924014727828617,0.0,0.0,0.0,6,5,1,1,1,1,0,0,0.0,0
TXN100117,2023-02-27,CUST3399,USSD,,82598,Success,E-commerce,Uganda,UGX,,11.321752852898255,150845.0,-68247.0,62856.0,0,2,3,4,3,0,0,0,0.006666666666666667,0
TXN107347,2023-07-11,CUST3400,POS,Visa,254544,Success,Professional Services,South Africa,ZAR,5045.0,12.44723291663118,0.0,0.0,0.0,1,4,2,3,4,0,0,0,0.0,0
TXN106692,2016-08-25,CUST3402,POS,,452088,Success,Transportation,Nigeria,NGN,,13.021634342086452,0.0,0.0,0.0,3,6,2,2,2,0,0,0,0.0,0
TXN101225,2020-04-29,CUST3402,Card,Mastercard,407026,Reversed,Retail,Nigeria,NGN,8743.0,12.916634801290732,452088.0,-45062.0,32232.0,2,5,1,2,2,0,0,0,0.0,0
TXN101463,2022-04-17,CUST3402,POS,Verve,428996,Failed,Airtime/Data,Nigeria,NGN,8269.0,12.96920520487871,407026.0,21970.0,17232.0,6,0,2,2,2,1,0,0,0.0,0
TXN109572,2017-05-30,CUST3403,POS,Mastercard,25391,Success,Transportation,South Africa,ZAR,9851.0,10.14218944276619,0.0,0.0,0.0,1,6,2,3,4,0,0,0,0.0,0
TXN102509,2015-12-05,CUST3404,USSD,,500000,Failed,Airtime/Data,Uganda,UGX,,13.122365377402328,0.0,0.0,0.0,5,0,3,4,3,1,0,0,0.0,0
TXN105667,2022-02-16,CUST3406,Wallet,,500000,Success,Bills Payment,Ghana,GHS,,13.122365377402328,0.0,0.0,0.0,2,1,4,0,0,0,0,0,0.0,0
TXN102010,2024-04-10,CUST3406,Wallet,,13676,Pending,Airtime/Data,Ghana,GHS,,9.523470868881551,500000.0,-486324.0,18816.0,2,0,4,0,0,0,0,0,0.0,0
TXN104144,2025-10-25,CUST3406,Wallet,,500000,Success,Food Delivery,South Africa,ZAR,,13.122365377402328,13676.0,486324.0,13512.0,5,3,4,3,4,1,1,1,0.9999947916666667,1
TXN102852,2020-02-21,CUST3408,Bank Transfer,,85075,Success,E-commerce,Nigeria,NGN,,11.351300253634436,0.0,0.0,0.0,4,2,0,2,2,0,0,0,0.0,0
TXN104183,2023-07-18,CUST3408,Wallet,,151474,Failed,Retail,Ghana,GHS,,11.92817587381319,85075.0,66399.0,29832.0,1,5,4,0,0,0,0,0,0.0,0
TXN109935,2016-03-06,CUST3410,Card,Verve,45988,Success,Professional Services,Nigeria,NGN,8911.0,10.736157516440208,0.0,0.0,0.0,6,4,1,2,2,1,0,0,0.0,0
TXN107118,2023-12-19,CUST3410,Card,Verve,471806,Failed,Airtime/Data,Nigeria,NGN,3572.0,13.0643252826409,45988.0,425818.0,68256.0,1,0,1,2,2,0,1,1,0.999595827133395,1
TXN104407,2025-01-09,CUST3410,Card,Visa,61520,Success,Bills Payment,Uganda,UGX,1768.0,11.02713385892388,471806.0,-410286.0,9288.0,3,1,1,4,3,0,0,0,0.0,0
TXN105112,2024-06-13,CUST3411,Bank Transfer,,367309,Reversed,Retail,Uganda,UGX,,12.813961457138207,0.0,0.0,0.0,3,5,0,4,3,0,0,0,0.0,0
TXN108703,2018-12-02,CUST3413,Wallet,,108332,Success,Transportation,Nigeria,NGN,,11.592965095715954,0.0,0.0,0.0,6,6,4,2,2,1,0,0,0.0,0
TXN107169,2019-12-12,CUST3413,POS,,110704,Success,E-commerce,Nigeria,NGN,,11.614624284795063,108332.0,2372.0,9000.0,3,2,2,2,2,0,0,0,0.0,0
TXN100762,2025-06-15,CUST3414,Card,Mastercard,114267,Success,Retail,Kenya,KES,5024.0,11.646301845581007,0.0,0.0,0.0,6,5,1,1,1,1,0,0,0.0,0
TXN101755,2024-10-13,CUST3415,Card,Mastercard,500000,Pending,Retail,Uganda,UGX,6844.0,13.122365377402328,0.0,0.0,0.0,6,5,1,4,3,1,0,0,0.0,0
TXN108194,2019-12-07,CUST3416,Card,Visa,189795,Pending,Professional Services,Ghana,GHS,6974.0,12.153705090120292,0.0,0.0,0.0,5,4,1,0,0,1,0,0,0.0,0
TXN100789,2023-03-31,CUST3418,Bank Transfer,,500000,Pending,E-commerce,Ghana,GHS,,13.122365377402328,0.0,0.0,0.0,4,2,0,0,0,0,0,0,0.0,0
TXN108037,2024-02-09,CUST3419,Card,Verve,500000,Success,Retail,Nigeria,NGN,7057.0,13.122365377402328,0.0,0.0,0.0,4,5,1,2,2,0,0,0,0.0,0
TXN107624,2020-03-22,CUST3420,USSD,,288153,Success,Food Delivery,Nigeria,NGN,,12.57125033842732,0.0,0.0,0.0,6,3,3,2,2,1,0,0,0.0,0
TXN108479,2017-03-14,CUST3421,Card,Visa,500000,Success,E-commerce,Kenya,KES,2090.0,13.122365377402328,0.0,0.0,0.0,1,2,1,1,1,0,0,0,0.0,0
TXN106098,2022-02-22,CUST3421,Wallet,,88356,Success,Bills Payment,South Africa,ZAR,,11.389140704943184,500000.0,-411644.0,43344.0,1,1,4,3,4,0,0,0,0.0,0
TXN108083,2015-02-08,CUST3422,Wallet,,44602,Success,Bills Payment,Nigeria,NGN,,10.705556400319988,0.0,0.0,0.0,6,1,4,2,2,1,0,0,0.0,0
TXN100291,2015-11-20,CUST3422,POS,Verve,15225,Reversed,Retail,Nigeria,NGN,6163.0,9.630759771866158,44602.0,-29377.0,6840.0,4,5,2,2,2,0,0,0,0.0,0
TXN104400,2020-07-30,CUST3423,Wallet,,52628,Failed,Food Delivery,Kenya,KES,,10.871022577597294,0.0,0.0,0.0,3,3,4,1,1,0,0,0,0.0,0
TXN100625,2015-08-06,CUST3425,Card,Visa,184125,Failed,Professional Services,Nigeria,NGN,7771.0,12.12337558484319,0.0,0.0,0.0,3,4,1,2,2,0,0,0,0.0,0
TXN101703,2024-04-11,CUST3430,Wallet,,282202,Success,Bills Payment,South Africa,ZAR,,12.550381949102672,0.0,0.0,0.0,3,1,4,3,4,0,0,0,0.0,0
TXN101737,2018-02-13,CUST3431,Wallet,,86577,Success,E-commerce,Kenya,KES,,11.368801020706062,0.0,0.0,0.0,1,2,4,1,1,0,0,0,0.0,0
TXN109410,2025-06-21,CUST3435,Wallet,,68494,Success,Food Delivery,Uganda,UGX,,11.13451602888549,0.0,0.0,0.0,5,3,4,4,3,1,0,0,0.0,0
TXN108515,2020-02-22,CUST3437,USSD,,116249,Success,Bills Payment,Uganda,UGX,,11.663498323449602,0.0,0.0,0.0,5,1,3,4,3,1,0,0,0.0,0
TXN106655,2023-05-10,CUST3438,Card,Visa,216492,Success,Food Delivery,Uganda,UGX,1885.0,12.285313493338462,0.0,0.0,0.0,2,3,1,4,3,0,0,0,0.0,0
TXN103030,2017-02-02,CUST3439,Bank Transfer,,88753,Success,Food Delivery,South Africa,ZAR,,11.393623776744557,0.0,0.0,0.0,3,3,0,3,4,0,0,0,0.0,0
TXN106808,2022-11-08,CUST3440,Card,Visa,162408,Success,Retail,Kenya,KES,9192.0,11.997873123893363,0.0,0.0,0.0,1,5,1,1,1,0,0,0,0.0,0
TXN107959,2023-08-25,CUST3441,Card,Visa,15742,Reversed,Food Delivery,Ghana,GHS,118.0,9.664151101014628,0.0,0.0,0.0,4,3,1,0,0,0,0,0,0.0,0
TXN105640,2021-05-23,CUST3442,POS,,340173,Success,Retail,Nigeria,NGN,,12.73721253039133,0.0,0.0,0.0,6,5,2,2,2,1,0,0,0.0,0
TXN100530,2022-01-12,CUST3444,Card,Mastercard,500000,Success,Professional Services,South Africa,ZAR,7340.0,13.122365377402328,0.0,0.0,0.0,2,4,1,3,4,0,0,0,0.0,0
TXN104962,2015-02-02,CUST3446,Wallet,,138074,Success,Bills Payment,Kenya,KES,,11.835552294769387,0.0,0.0,0.0,0,1,4,1,1,0,0,0,0.0,0
TXN102925,2017-01-06,CUST3447,POS,Visa,500000,Success,Retail,Nigeria,NGN,599.0,13.122365377402328,0.0,0.0,0.0,4,5,2,2,2,0,0,0,0.0,0
TXN101245,2017-07-23,CUST3447,Card,Mastercard,393635,Reversed,Retail,Kenya,KES,256.0,12.883181903392346,500000.0,-106365.0,4752.0,6,5,1,1,1,1,0,0,0.0,0
TXN107275,2015-08-19,CUST3448,Wallet,,500000,Pending,Retail,Kenya,KES,,13.122365377402328,0.0,0.0,0.0,2,5,4,1,1,0,0,0,0.0,0
TXN103462,2019-10-17,CUST3448,Bank Transfer,,404174,Success,Food Delivery,Nigeria,NGN,,12.909603231469807,500000.0,-95826.0,36480.0,3,3,0,2,2,0,0,0,0.0,0
TXN105326,2024-09-24,CUST3450,Wallet,,34472,Failed,Food Delivery,Nigeria,NGN,,10.447931687925744,0.0,0.0,0.0,1,3,4,2,2,0,0,0,0.0,0
TXN107767,2018-05-07,CUST3452,Card,Visa,189942,Reversed,Retail,Uganda,UGX,1379.0,12.154479306133622,0.0,0.0,0.0,0,5,1,4,3,0,0,0,0.0,0
TXN109710,2023-04-07,CUST3452,Wallet,,83322,Failed,Food Delivery,Nigeria,NGN,,11.33047990048764,189942.0,-106620.0,43104.0,4,3,4,2,2,0,0,0,0.0,0
TXN103844,2025-01-21,CUST3452,Card,Mastercard,70322,Success,Food Delivery,Nigeria,NGN,5255.0,11.160854193565095,83322.0,-13000.0,15720.0,1,3,1,2,2,0,0,0,0.0,0
TXN108644,2016-10-14,CUST3453,Card,Verve,307314,Success,E-commerce,Nigeria,NGN,3842.0,12.635628559162898,0.0,0.0,0.0,4,2,1,2,2,0,0,0,0.0,0
TXN106602,2020-10-08,CUST3453,Wallet,,182300,Pending,Professional Services,Nigeria,NGN,,12.11341444611523,307314.0,-125014.0,34920.0,3,4,4,2,2,0,0,0,0.0,0
TXN108383,2015-10-24,CUST3454,Wallet,,500000,Success,Transportation,Nigeria,NGN,,13.122365377402328,0.0,0.0,0.0,5,6,4,2,2,1,0,0,0.0,0
TXN103962,2019-09-22,CUST3454,POS,Verve,11628,Success,E-commerce,Nigeria,NGN,2096.0,9.361257257293044,500000.0,-488372.0,34296.0,6,2,2,2,2,1,0,0,0.0,0
TXN108747,2020-12-05,CUST3455,Card,Mastercard,43854,Success,Retail,Ghana,GHS,7193.0,10.68864401638548,0.0,0.0,0.0,5,5,1,0,0,1,0,0,0.0,0
TXN106903,2025-02-10,CUST3455,USSD,,412422,Success,Airtime/Data,Nigeria,NGN,,12.929804800665815,43854.0,368568.0,36672.0,0,0,3,2,2,0,1,1,0.999807423442926,1
TXN102266,2017-04-07,CUST3456,Card,Visa,358298,Success,Retail,Ghana,GHS,1956.0,12.789123112331852,0.0,0.0,0.0,4,5,1,0,0,0,0,0,0.0,0
TXN104931,2016-03-22,CUST3457,USSD,,167500,Pending,E-commerce,Nigeria,NGN,,12.02874460037869,0.0,0.0,0.0,1,2,3,2,2,0,0,0,0.0,0
TXN106056,2018-05-21,CUST3457,Card,Mastercard,255389,Reversed,E-commerce,Nigeria,NGN,6466.0,12.450547067546212,167500.0,87889.0,18960.0,0,2,1,2,2,0,0,0,0.01473647672677132,0
TXN107648,2021-02-17,CUST3457,USSD,,154023,Success,Transportation,Nigeria,NGN,,11.944863713409172,255389.0,-101366.0,24072.0,2,6,3,2,2,0,0,0,0.0,0
TXN100459,2024-11-23,CUST3459,Card,Visa,50596,Pending,Airtime/Data,Kenya,KES,8602.0,10.831647564980372,0.0,0.0,0.0,5,0,1,1,1,1,0,0,0.0,0
