transaction_id,date,customer_id,payment_method,card_provider,amount,status,merchant_category,country,currency,card_last_4
TXN102907,9/6/2024,CUST4631,USSD,,102538,Success,Retail,Ghana,GHS,
TXN102908,3/12/2017,CUST2727,Card,Verve,145076,Reversed,Professional Services,Nigeria,NGN,6889
TXN102909,6/26/2024,CUST7628,USSD,,144929,Success,E-commerce,Nigeria,NGN,
TXN102910,8/24/2024,CUST2066,POS,,104762,Success,E-commerce,Kenya,KES,
TXN102911,7/31/2016,CUST9501,Wallet,,589,Failed,E-commerce,South Africa,ZAR,
TXN102912,5/16/2016,CUST5319,Card,Visa,500000,Success,Food Delivery,Nigeria,NGN,834
TXN102913,2/22/2018,CUST6446,Bank Transfer,,500000,Failed,E-commerce,Kenya,KES,
TXN102914,4/17/2024,CUST8483,USSD,,101592,Success,Bills Payment,Uganda,UGX,
TXN102915,12/10/2017,CUST9951,Bank Transfer,,435124,Success,Retail,Nigeria,NGN,
TXN102916,4/4/2025,CUST3320,USSD,,500000,Success,Food Delivery,South Africa,ZAR,
TXN102917,10/27/2021,CUST6658,Card,Visa,500000,Success,Airtime/Data,Uganda,UGX,4766
TXN102918,3/10/2017,CUST9116,Bank Transfer,,219708,Pending,Food Delivery,Nigeria,NGN,
TXN102919,7/23/2016,CUST7149,USSD,,144348,Success,Food Delivery,Kenya,KES,
TXN102920,12/25/2024,CUST7347,USSD,,157391,Success,Professional Services,Kenya,KES,
TXN102921,6/14/2016,CUST7393,Bank Transfer,,498781,Success,E-commerce,Ghana,GHS,
TXN102922,5/4/2019,CUST4107,Wallet,,500000,Success,E-commerce,Nigeria,NGN,
TXN102923,6/17/2018,CUST9146,Card,Mastercard,80168,Pending,Professional Services,Kenya,KES,4021
TXN102924,9/3/2025,CUST8415,Card,Visa,185412,Success,E-commerce,Nigeria,NGN,5894
TXN102925,1/6/2017,CUST3447,POS,Visa,500000,Success,Retail,Nigeria,NGN,599
TXN102926,9/19/2017,CUST2395,Wallet,,500000,Failed,E-commerce,Nigeria,NGN,
TXN102927,11/26/2024,CUST4706,POS,,500000,Success,Retail,Nigeria,NGN,
TXN102928,2/19/2023,CUST2230,Wallet,,500000,Pending,Retail,Nigeria,NGN,
TXN102929,2/25/2018,CUST8954,Wallet,,199819,Success,Professional Services,South Africa,ZAR,
TXN102930,9/28/2020,CUST8628,Wallet,,357262,Failed,Bills Payment,Nigeria,NGN,
TXN102931,10/27/2024,CUST5976,USSD,,432718,Success,Retail,South Africa,ZAR,
TXN102932,7/4/2015,CUST6091,Card,Visa,32681,Success,Professional Services,South Africa,ZAR,1009
TXN102933,10/28/2016,CUST3354,Card,Mastercard,314541,Success,Airtime/Data,Uganda,UGX,6348
TXN102934,3/11/2017,CUST5840,POS,,494214,Success,Food Delivery,South Africa,ZAR,
TXN102935,5/22/2023,CUST2107,USSD,,73242,Success,E-commerce,Nigeria,NGN,
TXN102936,1/30/2025,CUST1413,USSD,,500000,Success,Bills Payment,Kenya,KES,
TXN102937,9/18/2018,CUST3105,Card,Mastercard,350609,Failed,Airtime/Data,Nigeria,NGN,7666
TXN102938,1/22/2021,CUST9201,Bank Transfer,,500000,Success,Retail,Kenya,KES,
TXN102939,1/4/2020,CUST6134,Wallet,,17339,Success,Transportation,Nigeria,NGN,
TXN102940,4/30/2017,CUST6896,Wallet,,123331,Success,Transportation,Nigeria,NGN,
TXN102941,10/10/2021,CUST7490,Bank Transfer,,368073,Failed,Bills Payment,Nigeria,NGN,
TXN102942,6/9/2016,CUST2346,Wallet,,140709,Success,Food Delivery,Nigeria,NGN,
TXN102943,11/18/2017,CUST2132,Card,Visa,500000,Reversed,Bills Payment,South Africa,ZAR,5744
TXN102944,9/3/2021,CUST5956,POS,Visa,500000,Failed,Professional Services,South Africa,ZAR,100
TXN102945,7/15/2017,CUST9892,USSD,,43263,Success,Retail,Nigeria,NGN,
TXN102946,11/11/2022,CUST9694,USSD,,288498,Success,E-commerce,Nigeria,NGN,
TXN102947,11/14/2020,CUST1879,Wallet,,284435,Success,Transportation,Kenya,KES,
TXN102948,8/19/2025,CUST3514,POS,,184357,Success,Airtime/Data,Ghana,GHS,
TXN102949,8/6/2020,CUST8192,Card,Mastercard,500000,Success,E-commerce,Ghana,GHS,2395
TXN102950,2/26/2015,CUST6787,Card,Visa,500000,Success,Professional Services,Nigeria,NGN,7036
TXN102951,7/6/2019,CUST3281,Wallet,,477885,Success,Retail,Nigeria,NGN,
TXN102952,10/25/2016,CUST3965,USSD,,500000,Success,Professional Services,South Africa,ZAR,
TXN102953,10/31/2023,CUST4482,USSD,,247747,Success,Professional Services,Ghana,GHS,
TXN102954,8/18/2024,CUST8876,Bank Transfer,,500000,Reversed,Bills Payment,South Africa,ZAR,
TXN102955,3/25/2021,CUST4530,Wallet,,474447,Success,Food Delivery,South Africa,ZAR,
TXN102956,9/18/2021,CUST8059,POS,,500000,Failed,Food Delivery,Nigeria,NGN,
TXN102957,5/23/2021,CUST7505,Wallet,,500000,Pending,Transportation,Nigeria,NGN,
TXN102958,5/13/2015,CUST3977,USSD,,128121,Reversed,E-commerce,South Africa,ZAR,
TXN102959,4/8/2017,CUST4850,POS,Mastercard,500000,Pending,Retail,Nigeria,NGN,4210
TXN102960,3/30/2020,CUST2200,Card,Visa,86884,Reversed,Bills Payment,Kenya,KES,5859
TXN102961,12/25/2021,CUST4417,USSD,,169456,Success,E-commerce,Nigeria,NGN,
TXN102962,7/23/2023,CUST2178,Card,Mastercard,163554,Failed,Transportation,South Africa,ZAR,5935
TXN102963,5/4/2017,CUST1212,Card,Mastercard,500000,Success,Airtime/Data,South Africa,ZAR,6723
TXN102964,8/15/2022,CUST1451,Wallet,,500000,Success,Professional Services,South Africa,ZAR,
TXN102965,5/16/2015,CUST1209,Card,Verve,483151,Reversed,Airtime/Data,Nigeria,NGN,9214
TXN102966,12/23/2015,CUST7299,Wallet,,500000,Reversed,E-commerce,Nigeria,NGN,
TXN102967,9/19/2023,CUST1303,Wallet,,330281,Failed,Retail,South Africa,ZAR,
TXN102968,7/1/2018,CUST6613,POS,,500000,Success,E-commerce,South Africa,ZAR,
TXN102969,2/26/2025,CUST8441,USSD,,274277,Pending,Transportation,Kenya,KES,
TXN102970,11/16/2021,CUST8407,Bank Transfer,,191548,Success,Transportation,Uganda,UGX,
TXN102971,1/13/2017,CUST3969,USSD,,71189,Success,E-commerce,Uganda,UGX,
TXN102972,7/17/2023,CUST8273,Card,Mastercard,500000,Success,Retail,Nigeria,NGN,9715
TXN102973,12/6/2021,CUST2942,Wallet,,500000,Success,E-commerce,Nigeria,NGN,
TXN102974,4/18/2016,CUST9581,Card,Visa,194033,Failed,E-commerce,Ghana,GHS,8886
TXN102975,11/6/2018,CUST7201,Bank Transfer,,10206,Reversed,Airtime/Data,Ghana,GHS,
TXN102976,11/9/2025,CUST5806,Wallet,,500000,Pending,Airtime/Data,Kenya,KES,
TXN102977,4/19/2024,CUST7729,Wallet,,4593,Success,Professional Services,Nigeria,NGN,
TXN102978,1/26/2018,CUST3463,Bank Transfer,,486552,Success,Bills Payment,Nigeria,NGN,
TXN102979,6/30/2020,CUST6745,Bank Transfer,,500000,Success,Professional Services,Nigeria,NGN,
TXN102980,9/1/2021,CUST7344,POS,,230260,Success,Transportation,Nigeria,NGN,
TXN102981,4/27/2019,CUST2282,Wallet,,107137,Success,Transportation,Ghana,GHS,
TXN102982,11/29/2018,CUST8263,USSD,,488137,Failed,Food Delivery,Nigeria,NGN,
TXN102983,3/4/2025,CUST5238,Card,Visa,500000,Pending,Retail,Nigeria,NGN,8965
TXN102984,9/25/2018,CUST2980,Card,Mastercard,316242,Success,Airtime/Data,South Africa,ZAR,5693
TXN102985,10/11/2017,CUST1702,Bank Transfer,,500000,Reversed,Airtime/Data,Nigeria,NGN,
TXN102986,10/24/2022,CUST8513,Wallet,,21220,Success,Bills Payment,Uganda,UGX,
TXN102987,5/6/2017,CUST1021,Wallet,,281113,Success,Food Delivery,Nigeria,NGN,
TXN102988,2/4/2023,CUST5606,Card,Mastercard,500000,Pending,Transportation,South Africa,ZAR,6334
TXN102989,4/7/2022,CUST8075,Wallet,,500000,Reversed,Transportation,Nigeria,NGN,
TXN102990,5/12/2023,CUST9015,Card,Visa,79017,Success,Retail,Nigeria,NGN,4101
TXN102991,11/22/2019,CUST6372,Wallet,,500000,Success,Professional Services,Nigeria,NGN,
TXN102992,4/15/2016,CUST8689,POS,,321816,Pending,Transportation,Nigeria,NGN,
TXN102993,4/8/2017,CUST5318,POS,,202039,Success,E-commerce,Kenya,KES,
TXN102994,10/27/2017,CUST6474,Card,Verve,56494,Pending,Transportation,Nigeria,NGN,2706
TXN102995,11/8/2019,CUST9534,Card,Visa,500000,Success,Retail,South Africa,ZAR,3774
TXN102996,10/29/2025,CUST5070,Wallet,,68444,Success,Bills Payment,Nigeria,NGN,
TXN102997,8/2/2020,CUST9274,USSD,,148302,Success,Retail,Nigeria,NGN,
TXN102998,9/24/2023,CUST7626,Bank Transfer,,137021,Success,E-commerce,Uganda,UGX,
TXN102999,6/23/2024,CUST6755,Card,Visa,500000,Success,Airtime/Data,Ghana,GHS,4830
TXN103000,3/9/2020,CUST1118,POS,,446754,Success,Retail,Nigeria,NGN,
TXN103001,9/25/2024,CUST9507,Card,Visa,500000,Success,Retail,Nigeria,NGN,6431
TXN103002,8/26/2018,CUST5377,USSD,,115322,Success,Food Delivery,South Africa,ZAR,
TXN103003,12/19/2024,CUST4532,USSD,,392197,Success,Food Delivery,Nigeria,NGN,
TXN103004,4/9/2015,CUST7589,Card,Verve,339215,Pending,Airtime/Data,Nigeria,NGN,5230
TXN103005,4/10/2019,CUST8584,Card,Verve,500000,Failed,Retail,Nigeria,NGN,1540
TXN103006,5/3/2017,CUST1908,Card,Visa,500000,Reversed,Bills Payment,Uganda,UGX,8206
TXN103007,5/17/2018,CUST3463,Card,Visa,4892,Success,Airtime/Data,Kenya,KES,7973
TXN103008,1/14/2018,CUST9264,Card,Mastercard,448367,Success,E-commerce,South Africa,ZAR,6429
TXN103009,11/7/2018,CUST7861,Bank Transfer,,21291,Success,Retail,Nigeria,NGN,
TXN103010,9/6/2023,CUST6545,USSD,,318389,Failed,Food Delivery,Kenya,KES,
TXN103011,8/20/2021,CUST2886,Card,Verve,135664,Success,Retail,Nigeria,NGN,488
TXN103012,12/3/2024,CUST4446,Card,Visa,146561,Failed,Airtime/Data,Ghana,GHS,6955
TXN103013,2/17/2019,CUST9319,USSD,,174137,Success,E-commerce,South Africa,ZAR,
TXN103014,6/27/2023,CUST6402,Wallet,,388396,Success,Professional Services,Ghana,GHS,
TXN103015,5/13/2018,CUST5448,Wallet,,162616,Success,Transportation,Nigeria,NGN,
TXN103016,3/5/2019,CUST6422,Card,Mastercard,500000,Success,Food Delivery,Kenya,KES,9007
TXN103017,1/4/2025,CUST7816,POS,,207359,Success,Retail,Nigeria,NGN,
TXN103018,3/6/2020,CUST3172,POS,,28320,Success,Transportation,South Africa,ZAR,
TXN103019,3/19/2017,CUST3537,Card,Mastercard,500000,Success,E-commerce,Ghana,GHS,7490
TXN103020,3/21/2025,CUST4942,Card,Visa,134613,Reversed,Food Delivery,South Africa,ZAR,54
TXN103021,11/12/2023,CUST6956,Bank Transfer,,226793,Reversed,Professional Services,Nigeria,NGN,
TXN103022,5/11/2025,CUST7838,Card,Visa,462637,Success,Airtime/Data,Nigeria,NGN,5049
TXN103023,7/7/2023,CUST4974,Card,Visa,161660,Success,E-commerce,Ghana,GHS,3368
TXN103024,10/4/2024,CUST9481,Wallet,,23299,Success,Airtime/Data,Nigeria,NGN,
TXN103025,9/4/2020,CUST1547,USSD,,187311,Success,E-commerce,Kenya,KES,
TXN103026,2/18/2019,CUST2521,Wallet,,500000,Success,E-commerce,Nigeria,NGN,
TXN103027,3/18/2016,CUST4869,Card,Visa,410592,Pending,Retail,Nigeria,NGN,7902
TXN103028,2/3/2021,CUST2028,Bank Transfer,,445261,Success,Retail,Kenya,KES,
TXN103029,4/11/2021,CUST5816,Card,Mastercard,400175,Success,Bills Payment,Kenya,KES,8348
TXN103030,2/2/2017,CUST3439,Bank Transfer,,88753,Success,Food Delivery,South Africa,ZAR,
TXN103031,3/1/2023,CUST5953,Card,Visa,216743,Success,Professional Services,South Africa,ZAR,5818
TXN103032,1/21/2018,CUST3362,Card,Mastercard,500000,Success,Retail,Ghana,GHS,1556
TXN103033,3/13/2017,CUST3390,Card,Visa,42754,Failed,Airtime/Data,Ghana,GHS,1182
TXN103034,9/22/2017,CUST3234,USSD,,130210,Reversed,Retail,Ghana,GHS,
TXN103035,12/26/2017,CUST4711,Bank Transfer,,129361,Success,E-commerce,Nigeria,NGN,
TXN103036,3/30/2020,CUST1872,Bank Transfer,,226266,Success,Food Delivery,Nigeria,NGN,
TXN103037,5/4/2019,CUST7092,Card,Mastercard,500000,Success,Retail,Ghana,GHS,6576
TXN103038,4/4/2024,CUST1886,USSD,,27955,Success,E-commerce,South Africa,ZAR,
TXN103039,12/10/2024,CUST6818,Card,Verve,292506,Success,Transportation,Nigeria,NGN,7056
TXN103040,3/1/2017,CUST5781,Wallet,,79070,Success,E-commerce,South Africa,ZAR,
TXN103041,9/10/2016,CUST8469,Wallet,,500000,Success,Food Delivery,Nigeria,NGN,
TXN103042,1/9/2023,CUST2356,Bank Transfer,,48101,Success,Food Delivery,Nigeria,NGN,
TXN103043,1/30/2022,CUST1355,USSD,,206738,Success,Retail,Kenya,KES,
TXN103044,1/9/2024,CUST6187,Bank Transfer,,500000,Success,Bills Payment,Nigeria,NGN,
TXN103045,11/9/2024,CUST2569,Card,Visa,487708,Success,Airtime/Data,South Africa,ZAR,9042
TXN103046,1/7/2015,CUST9045,POS,,219777,Success,E-commerce,Nigeria,NGN,
TXN103047,6/27/2015,CUST8032,Card,Verve,170179,Failed,Food Delivery,Nigeria,NGN,5270
TXN103048,1/27/2016,CUST4174,Wallet,,202741,Success,Airtime/Data,Uganda,UGX,
TXN103049,7/3/2015,CUST7001,POS,,122760,Success,Retail,Nigeria,NGN,
TXN103050,5/20/2016,CUST3509,Bank Transfer,,91932,Success,Professional Services,Nigeria,NGN,
TXN103051,1/22/2025,CUST5620,Card,Mastercard,263915,Success,Transportation,South Africa,ZAR,431
TXN103052,10/16/2017,CUST6435,Card,Mastercard,125081,Success,Food Delivery,South Africa,ZAR,8062
TXN103053,10/17/2018,CUST4964,Bank Transfer,,135568,Success,E-commerce,Nigeria,NGN,
TXN103054,7/18/2019,CUST6145,Bank Transfer,,427725,Success,Transportation,Ghana,GHS,
TXN103055,4/6/2016,CUST8153,POS,,500000,Failed,Professional Services,Nigeria,NGN,
TXN103056,3/2/2021,CUST2245,Bank Transfer,,370170,Success,Transportation,Kenya,KES,
TXN103057,8/31/2023,CUST6237,Card,Verve,32041,Success,Retail,Nigeria,NGN,3054
TXN103058,11/10/2025,CUST5862,POS,,31437,Failed,Transportation,Nigeria,NGN,
TXN103059,2/10/2017,CUST2061,Card,Verve,500000,Success,Professional Services,Nigeria,NGN,9020
TXN103060,8/15/2018,CUST2614,USSD,,141124,Success,Food Delivery,Ghana,GHS,
TXN103061,7/24/2015,CUST2958,Card,Mastercard,38633,Failed,Food Delivery,Ghana,GHS,7009
TXN103062,7/20/2019,CUST8711,Card,Mastercard,365562,Pending,Retail,South Africa,ZAR,9283
TXN103063,1/15/2016,CUST9670,Wallet,,390892,Success,Transportation,Nigeria,NGN,
TXN103064,3/20/2016,CUST2546,USSD,,418223,Success,Food Delivery,Kenya,KES,
TXN103065,7/14/2020,CUST5710,Card,Visa,124463,Reversed,Transportation,Uganda,UGX,1793
TXN103066,3/21/2022,CUST5914,USSD,,6090,Failed,Food Delivery,Kenya,KES,
TXN103067,6/26/2015,CUST6815,Wallet,,500000,Failed,Food Delivery,Nigeria,NGN,
TXN103068,4/14/2024,CUST7039,Wallet,,115549,Success,Professional Services,Nigeria,NGN,
TXN103069,3/28/2020,CUST7040,Bank Transfer,,450837,Reversed,Transportation,Nigeria,NGN,
TXN103070,1/28/2015,CUST9814,Bank Transfer,,490528,Pending,Transportation,Kenya,KES,
TXN103071,11/16/2024,CUST3986,Bank Transfer,,376651,Success,Retail,Ghana,GHS,
TXN103072,1/18/2020,CUST3108,Wallet,,150114,Success,E-commerce,Nigeria,NGN,
TXN103073,6/15/2025,CUST2062,Wallet,,126485,Failed,Professional Services,South Africa,ZAR,
TXN103074,5/11/2016,CUST2925,USSD,,364191,Pending,Retail,Kenya,KES,
TXN103075,4/19/2015,CUST2114,POS,,500000,Success,E-commerce,Uganda,UGX,
TXN103076,8/11/2021,CUST8657,USSD,,500000,Failed,E-commerce,Nigeria,NGN,
TXN103077,7/20/2015,CUST9298,Card,Visa,44777,Success,Transportation,Nigeria,NGN,1497
TXN103078,6/14/2016,CUST1604,Card,Mastercard,67286,Failed,Bills Payment,South Africa,ZAR,6919
TXN103079,12/21/2018,CUST9600,POS,Visa,500000,Success,Food Delivery,South Africa,ZAR,7516
TXN103080,9/1/2019,CUST6028,Card,Visa,500000,Success,Food Delivery,Ghana,GHS,3599
TXN103081,6/4/2017,CUST8695,Bank Transfer,,500000,Success,Airtime/Data,Kenya,KES,
TXN103082,6/7/2023,CUST2314,Bank Transfer,,90575,Failed,Professional Services,Nigeria,NGN,
TXN103083,11/10/2021,CUST3016,Wallet,,354290,Pending,Transportation,Nigeria,NGN,
TXN103084,9/1/2016,CUST7885,Bank Transfer,,483111,Success,Airtime/Data,Nigeria,NGN,
TXN103085,10/16/2025,CUST6397,Card,Mastercard,455913,Success,Bills Payment,Kenya,KES,8287
TXN103086,6/15/2024,CUST5534,Bank Transfer,,209801,Success,Bills Payment,Nigeria,NGN,
TXN103087,9/12/2023,CUST2863,Bank Transfer,,6205,Success,E-commerce,Kenya,KES,
TXN103088,2/2/2017,CUST4227,Bank Transfer,,349796,Pending,Airtime/Data,Kenya,KES,
TXN103089,4/4/2018,CUST8198,Card,Visa,116730,Success,Professional Services,South Africa,ZAR,394
TXN103090,3/10/2019,CUST8902,USSD,,239319,Success,Food Delivery,South Africa,ZAR,
TXN103091,10/8/2022,CUST2292,Wallet,,500000,Failed,Airtime/Data,Ghana,GHS,
TXN103092,2/22/2020,CUST3587,Card,Visa,203687,Pending,Transportation,Nigeria,NGN,5092
TXN103093,7/25/2015,CUST7234,USSD,,500000,Failed,Bills Payment,Ghana,GHS,
TXN103094,8/19/2021,CUST4054,Bank Transfer,,83568,Success,Transportation,Ghana,GHS,
TXN103095,11/21/2024,CUST1990,Card,Visa,446458,Success,E-commerce,Ghana,GHS,4394
TXN103096,10/24/2023,CUST7810,Card,Visa,500000,Success,Retail,Ghana,GHS,1818
TXN103097,11/8/2021,CUST5020,USSD,,42986,Success,Bills Payment,South Africa,ZAR,
TXN103098,2/23/2019,CUST3643,POS,Mastercard,3341,Failed,Retail,Nigeria,NGN,164
TXN103099,4/24/2019,CUST5650,Wallet,,227369,Success,Food Delivery,Nigeria,NGN,
TXN103100,9/1/2019,CUST5525,Card,Visa,38879,Success,Bills Payment,Uganda,UGX,7173
TXN103101,4/26/2019,CUST3186,Card,Verve,500000,Success,Food Delivery,Nigeria,NGN,7951
TXN103102,11/2/2015,CUST1007,Wallet,,500000,Success,Bills Payment,Nigeria,NGN,
TXN103103,3/27/2025,CUST4228,Card,Visa,227679,Success,Retail,Nigeria,NGN,8541
TXN103104,11/16/2019,CUST6579,Wallet,,119746,Success,Airtime/Data,Nigeria,NGN,
TXN103105,7/18/2025,CUST6234,POS,,227949,Success,Professional Services,Kenya,KES,
TXN103106,3/10/2021,CUST8756,USSD,,500000,Success,Food Delivery,Nigeria,NGN,
TXN103107,2/25/2021,CUST5657,Card,Mastercard,3638,Success,E-commerce,Nigeria,NGN,9948
TXN103108,1/29/2015,CUST3492,Card,Mastercard,356106,Success,E-commerce,South Africa,ZAR,1201
TXN103109,7/31/2015,CUST8140,USSD,,380033,Success,Food Delivery,Ghana,GHS,
TXN103110,12/7/2021,CUST6963,USSD,,406100,Success,Transportation,Uganda,UGX,
TXN103111,12/31/2021,CUST4135,Card,Verve,110840,Reversed,Food Delivery,Nigeria,NGN,4491
TXN103112,12/4/2023,CUST1202,Card,Verve,500000,Success,Food Delivery,Nigeria,NGN,8234
TXN103113,2/26/2023,CUST3853,POS,,38336,Pending,Transportation,Nigeria,NGN,
TXN103114,7/28/2025,CUST3590,Wallet,,88892,Success,Professional Services,Nigeria,NGN,
TXN103115,2/11/2015,CUST7989,Card,Mastercard,500000,Success,Retail,Uganda,UGX,9398
TXN103116,12/11/2022,CUST9179,Bank Transfer,,500000,Success,Airtime/Data,Nigeria,NGN,
TXN103117,6/16/2020,CUST6646,Card,Mastercard,5536,Failed,Bills Payment,South Africa,ZAR,7247
TXN103118,2/6/2018,CUST9376,Card,Visa,114207,Failed,Bills Payment,Nigeria,NGN,2381
TXN103119,6/19/2021,CUST3726,Bank Transfer,,96526,Success,Retail,Nigeria,NGN,
TXN103120,9/18/2023,CUST8833,USSD,,126326,Success,E-commerce,South Africa,ZAR,
TXN103121,12/2/2024,CUST6771,POS,,113773,Success,Bills Payment,Uganda,UGX,
TXN103122,2/18/2025,CUST7016,Wallet,,25826,Success,Airtime/Data,Uganda,UGX,
TXN103123,6/28/2021,CUST4065,Wallet,,245690,Failed,Retail,Nigeria,NGN,
TXN103124,7/25/2022,CUST7545,Card,Visa,500000,Success,Airtime/Data,Nigeria,NGN,8494
TXN103125,3/21/2017,CUST7792,Bank Transfer,,373305,Success,Retail,South Africa,ZAR,
TXN103126,5/28/2016,CUST4095,Card,Visa,446961,Success,Professional Services,South Africa,ZAR,5955
TXN103127,12/9/2022,CUST8026,Card,Visa,33852,Success,Professional Services,Nigeria,NGN,7451
TXN103128,7/28/2017,CUST6491,Bank Transfer,,500000,Success,Professional Services,Nigeria,NGN,
TXN103129,3/26/2023,CUST8231,Card,Visa,500000,Success,E-commerce,Nigeria,NGN,2381
TXN103130,9/16/2015,CUST4769,POS,,500000,Success,Airtime/Data,South Africa,ZAR,
TXN103131,12/18/2018,CUST4909,Card,Mastercard,500000,Failed,Bills Payment,Uganda,UGX,1149
TXN103132,3/6/2016,CUST1882,POS,,500000,Success,Bills Payment,South Africa,ZAR,
TXN103133,2/27/2024,CUST5250,Wallet,,314327,Failed,Airtime/Data,Nigeria,NGN,
TXN103134,7/20/2022,CUST9912,Card,Visa,89398,Failed,E-commerce,South Africa,ZAR,8241
TXN103135,12/24/2015,CUST1337,Card,Mastercard,383662,Success,Bills Payment,Nigeria,NGN,9970
TXN103136,2/21/2018,CUST5788,Card,Mastercard,500000,Success,Retail,Nigeria,NGN,460
TXN103137,3/28/2016,CUST2257,Card,Mastercard,500000,Success,Professional Services,Nigeria,NGN,6721
TXN103138,12/21/2022,CUST9139,Wallet,,294797,Pending,Airtime/Data,Kenya,KES,
TXN103139,1/8/2023,CUST8800,Wallet,,28365,Success,Transportation,Kenya,KES,
TXN103140,4/1/2023,CUST8870,Bank Transfer,,185521,Success,Airtime/Data,Nigeria,NGN,
TXN103141,3/18/2020,CUST5143,Card,Visa,500000,Success,Airtime/Data,Ghana,GHS,7304
TXN103142,7/30/2018,CUST2384,USSD,,351259,Pending,Professional Services,Nigeria,NGN,
TXN103143,3/27/2022,CUST2859,Bank Transfer,,309163,Failed,Food Delivery,South Africa,ZAR,
TXN103144,1/14/2021,CUST7598,Wallet,,125256,Success,Airtime/Data,Kenya,KES,
TXN103145,9/26/2023,CUST2752,Wallet,,183830,Success,Retail,Nigeria,NGN,
TXN103146,11/25/2018,CUST4157,Wallet,,500000,Success,Airtime/Data,South Africa,ZAR,
TXN103147,3/4/2025,CUST4906,Wallet,,439200,Success,Food Delivery,Kenya,KES,
TXN103148,6/3/2022,CUST8472,Card,Mastercard,500000,Success,Transportation,Nigeria,NGN,638
TXN103149,2/4/2015,CUST1590,Card,Mastercard,242307,Reversed,Professional Services,Nigeria,NGN,3544
TXN103150,1/18/2020,CUST8667,POS,,397968,Success,Transportation,South Africa,ZAR,
TXN103151,11/1/2022,CUST3218,POS,,114211,Failed,Bills Payment,Uganda,UGX,
TXN103152,12/1/2025,CUST8463,Wallet,,488937,Success,E-commerce,South Africa,ZAR,
TXN103153,9/29/2023,CUST6084,Wallet,,223167,Pending,E-commerce,Nigeria,NGN,
TXN103154,7/18/2020,CUST7855,Card,Visa,233749,Success,Airtime/Data,South Africa,ZAR,4866
TXN103155,11/19/2017,CUST4783,Card,Mastercard,419155,Success,E-commerce,Uganda,UGX,187
TXN103156,9/19/2017,CUST5812,Bank Transfer,,500000,Success,Food Delivery,Nigeria,NGN,
TXN103157,7/7/2017,CUST8602,Card,Visa,26458,Reversed,Professional Services,South Africa,ZAR,438
TXN103158,12/17/2019,CUST5278,POS,,500000,Success,Bills Payment,Ghana,GHS,
TXN103159,7/13/2019,CUST7208,Card,Mastercard,138340,Pending,Retail,South Africa,ZAR,2314
TXN103160,2/23/2024,CUST7016,USSD,,234736,Success,Transportation,Nigeria,NGN,
TXN103161,9/1/2021,CUST5443,Wallet,,8862,Success,Bills Payment,Nigeria,NGN,
TXN103162,9/18/2017,CUST3532,Bank Transfer,,143268,Success,Professional Services,Uganda,UGX,
TXN103163,12/21/2018,CUST6416,Wallet,,279369,Success,E-commerce,South Africa,ZAR,
TXN103164,5/10/2017,CUST7586,Card,Verve,23126,Success,Retail,Nigeria,NGN,607
TXN103165,4/14/2022,CUST3026,Card,Visa,270198,Failed,E-commerce,Kenya,KES,8425
TXN103166,5/2/2024,CUST6096,POS,,500000,Failed,Airtime/Data,Nigeria,NGN,
TXN103167,1/11/2018,CUST5509,Bank Transfer,,44548,Failed,Airtime/Data,South Africa,ZAR,
TXN103168,7/17/2024,CUST3188,Card,Mastercard,500000,Success,Bills Payment,South Africa,ZAR,9940
TXN103169,3/9/2017,CUST9375,Bank Transfer,,210830,Success,Food Delivery,Nigeria,NGN,
TXN103170,8/18/2015,CUST3808,POS,,425885,Success,Retail,Ghana,GHS,
TXN103171,9/11/2020,CUST5146,Card,Mastercard,120569,Success,Transportation,Kenya,KES,5247
TXN103172,3/14/2018,CUST8117,Card,Mastercard,69499,Success,Airtime/Data,South Africa,ZAR,9882
TXN103173,5/30/2016,CUST4406,Wallet,,69961,Success,Food Delivery,Uganda,UGX,
TXN103174,7/28/2020,CUST2516,Card,Mastercard,29239,Success,E-commerce,Kenya,KES,5453
TXN103175,6/23/2023,CUST4646,USSD,,82144,Reversed,Professional Services,Nigeria,NGN,
TXN103176,8/1/2016,CUST3348,Wallet,,436518,Success,Transportation,South Africa,ZAR,
TXN103177,6/15/2019,CUST2706,Bank Transfer,,500000,Reversed,Professional Services,Uganda,UGX,
TXN103178,12/4/2022,CUST3544,Card,Mastercard,500000,Success,Food Delivery,Kenya,KES,4427
TXN103179,9/9/2022,CUST5335,Bank Transfer,,462243,Failed,Transportation,Uganda,UGX,
TXN103180,5/23/2021,CUST3376,Card,Mastercard,46807,Success,Bills Payment,Nigeria,NGN,4271
TXN103181,6/13/2025,CUST7189,POS,Visa,136538,Success,Airtime/Data,Ghana,GHS,6551
TXN103182,8/5/2017,CUST3150,POS,,148313,Success,Bills Payment,Kenya,KES,
TXN103183,12/18/2020,CUST4555,Card,Mastercard,115049,Success,Food Delivery,Ghana,GHS,2393
TXN103184,3/19/2025,CUST4170,Wallet,,289447,Reversed,Transportation,South Africa,ZAR,
TXN103185,3/15/2023,CUST7852,Wallet,,306763,Success,Bills Payment,South Africa,ZAR,
TXN103186,8/19/2023,CUST6624,Card,Mastercard,176573,Success,Transportation,South Africa,ZAR,4869
TXN103187,6/6/2017,CUST6920,Card,Mastercard,174651,Success,Airtime/Data,South Africa,ZAR,8730
